tmin,tlat,tlon,ilat,ilon,elat,elon,flat,flon,eins,eekf,efgo
39.9,44.7744794,-76.0746273,44.7738452,-76.0729375,44.7743229,-76.0748736,44.7744235,-76.0745387,151.2984773,26.1648806,9.3846227
40.11,44.7780992,-76.0839742,44.7774663,-76.0822939,44.7779697,-76.0842078,44.7780444,-76.0838834,150.5590708,23.4583454,9.4336231
40.32,44.781704,-76.0933699,44.7810759,-76.0916962,44.7815807,-76.0936219,44.7816537,-76.0932742,149.8422368,24.2242513,9.4196539
40.53,44.7851877,-76.1025781,44.7845595,-76.1009151,44.7851899,-76.1027051,44.7851371,-76.1024819,149.0938527,10.0502639,9.4761353
40.74,44.7900735,-76.1104248,44.7894468,-76.108776,44.7901689,-76.1103787,44.7900245,-76.1103331,148.0067889,11.2403205,9.0866789
40.95,44.795705,-76.1174896,44.795079,-76.1158521,44.7958084,-76.1174343,44.795657,-76.1174002,147.177271,12.3309563,8.8729967
41.16,44.8012448,-76.1245969,44.8006252,-76.1229682,44.8013212,-76.1246265,44.8012035,-76.1245078,146.2110917,8.8343254,8.4183184
41.37,44.8068012,-76.1317668,44.8061829,-76.1301474,44.8069129,-76.1317197,44.8067615,-76.131679,145.4866566,13.0008431,8.2350396
41.58,44.8125219,-76.1389036,44.8119068,-76.1372979,44.8126305,-76.1389104,44.8124856,-76.1388224,144.3540678,12.1160162,7.5956442
41.79,44.8183378,-76.1458836,44.8177223,-76.144288,44.8184224,-76.1459396,44.8183014,-76.145806,143.66162,10.417357,7.3579732
42.0,44.8240477,-76.1528089,44.8234347,-76.1512207,44.8241467,-76.1528631,44.824014,-76.1527331,142.9977442,11.8398388,7.0739957
42.21,44.8298152,-76.1599584,44.8292101,-76.1583827,44.8298872,-76.16002,44.8297896,-76.1598902,141.698881,9.392624,6.1021852
42.42,44.8355926,-76.1669899,44.8349855,-76.1654244,44.8356192,-76.1670095,44.8355652,-76.1669279,141.0887136,3.3448912,5.7801137
42.63,44.8413172,-76.1738553,44.8407151,-76.1722999,44.8412277,-76.1737663,44.8412949,-76.1738003,140.1115053,12.2154431,5.0093626
42.84,44.8471237,-76.1804405,44.8465249,-76.1788946,44.8470825,-76.1803184,44.8471048,-76.180393,139.2625195,10.6898134,4.3013899
43.05,44.8537929,-76.1845068,44.8531941,-76.1829798,44.8537467,-76.1843814,44.853775,-76.1844778,137.9401788,11.1705231,3.0409865
43.26,44.8610284,-76.1822801,44.8604306,-76.1807682,44.861003,-76.1821383,44.8610146,-76.1822669,136.833038,11.5593738,1.8579183
43.47,44.8684486,-76.1807754,44.8678561,-76.1792728,44.8684321,-76.1806197,44.8684432,-76.180773,135.889566,12.4429445,0.6270128
43.68,44.8759743,-76.1790701,44.8753848,-76.1775825,44.8759825,-76.1788998,44.8759752,-76.1790851,134.6747356,13.4893419,1.188494
43.89,44.8820726,-76.1730549,44.8814925,-76.1715837,44.8820519,-76.1729612,44.8820878,-76.1730882,133.0247617,7.75726,3.1341899
44.1,44.8869873,-76.1647481,44.8864085,-76.1632872,44.8871968,-76.1647167,44.8870097,-76.1647933,132.2311781,23.495476,4.3564573
44.31,44.8917755,-76.1564309,44.8911984,-76.1549851,44.8917813,-76.1563219,44.8918056,-76.1564928,131.0924309,8.6317038,5.9312745
44.52,44.8964639,-76.1480039,44.8958852,-76.1465683,44.8965393,-76.1479314,44.8964985,-76.1480779,130.4680257,10.172015,7.0028336
44.73,44.9010994,-76.139451,44.9005262,-76.1380255,44.9011352,-76.139574,44.9011458,-76.139537,129.465897,10.5027991,8.5368025
44.94,44.9046184,-76.1299197,44.9040499,-76.1285087,44.9046611,-76.1300461,44.9046762,-76.1300215,128.2078812,11.0581609,10.3012905
45.15,44.9044222,-76.1190283,44.9038608,-76.117634,44.9044745,-76.1191434,44.9044942,-76.1191455,126.6716975,10.7968233,12.2526059
45.36,44.9038721,-76.1080333,44.9033165,-76.1066504,44.9039841,-76.1081886,44.9039569,-76.1081601,125.5709357,17.5019294,13.7706609
45.57,44.9017892,-76.0976678,44.9012424,-76.096297,44.9019322,-76.0978322,44.9018893,-76.0978036,124.256334,20.5627151,15.4818469
45.78,44.895662,-76.0905706,44.8951174,-76.0892095,44.8958704,-76.0906522,44.8957694,-76.0907099,123.4731764,24.1156611,16.2650474
45.99,44.8894381,-76.0833695,44.8889009,-76.0820246,44.889685,-76.0834462,44.8895572,-76.0835184,121.9675952,28.1856387,17.7418236
46.2,44.8834211,-76.0759994,44.8828848,-76.0746679,44.883676,-76.0760319,44.8835449,-76.0761548,121.0094929,28.5397383,18.4769634
46.41,44.8772714,-76.0687916,44.876737,-76.0674772,44.8775505,-76.0688001,44.8774002,-76.0689568,119.7374438,31.1332967,19.4071159
46.62,44.8702768,-76.0632204,44.8697526,-76.0619138,44.8705183,-76.0633478,44.8704178,-76.0633849,118.6485853,28.7519418,20.4010553
46.83,44.8624074,-76.0607536,44.8618859,-76.0594673,44.8626809,-76.0609099,44.8625512,-76.060929,117.1200672,32.9046962,21.195415
47.04,44.8546688,-76.0578353,44.854151,-76.0565624,44.8549638,-76.0580002,44.8548157,-76.0580144,116.0091149,35.3776082,21.6524727
47.25,44.8470099,-76.0546472,44.8464962,-76.0533939,44.847329,-76.0548246,44.8471597,-76.0548359,114.4421285,38.2414148,22.3999447
47.46,44.8392843,-76.0514519,44.8387728,-76.050214,44.8396257,-76.0516373,44.8394342,-76.0516455,113.2823811,40.7907699,22.6666504
47.67,44.8315006,-76.0477948,44.830992,-76.0465757,44.8318665,-76.0479898,44.8316509,-76.0479961,111.8443273,43.6152239,23.1119205
47.88,44.8241593,-76.0445167,44.8236581,-76.0433156,44.8245509,-76.0447167,44.8243136,-76.0447245,110.2092321,46.44274,23.7985017
48.09,44.8176854,-76.0411839,44.8171895,-76.0399982,44.8180881,-76.0413737,44.8178409,-76.0413957,108.8759309,47.3455683,24.1111154
48.3,44.8116554,-76.0375702,44.8111619,-76.0364057,44.8120534,-76.0376784,44.8118088,-76.0377915,107.29708,45.1954939,24.4781439
48.51,44.8058055,-76.0336883,44.8053178,-76.0325383,44.8062314,-76.0337834,44.8059596,-76.0339117,105.9969999,48.0797731,24.6543926
48.72,44.8000758,-76.0299819,44.7995882,-76.0288484,44.8005173,-76.030071,44.8002245,-76.0302089,104.8757104,49.730981,24.4434927
48.93,44.7941774,-76.0264686,44.7936982,-76.0253477,44.7945714,-76.026561,44.7943283,-76.0266944,103.5510031,44.5339451,24.544239
49.14,44.7882339,-76.0231631,44.7877566,-76.0220589,44.7886132,-76.0233542,44.7883801,-76.023391,102.3155248,44.9115001,24.3154146
49.35,44.7822688,-76.0200085,44.7817979,-76.0189248,44.7824008,-76.0205026,44.7824143,-76.0202417,100.568706,41.7806924,24.5688206
49.56,44.7759432,-76.016986,44.7754781,-76.0159168,44.7760314,-76.0175742,44.776087,-76.0172174,99.2576799,47.5851165,24.343632
49.77,44.7692834,-76.0137636,44.7688261,-76.0127139,44.7693669,-76.0143475,44.7694271,-76.0139975,97.4932307,47.155467,24.4871185
49.98,44.7619232,-76.0099195,44.7614693,-76.0088866,44.7619973,-76.0104953,44.7620624,-76.0101519,96.1735865,46.3310572,24.0729252
50.19,44.7543326,-76.0059141,44.7538833,-76.0048988,44.7544037,-76.0062907,44.7544682,-76.0061452,94.7249522,30.8524115,23.7385961
50.4,44.7465436,-76.0016993,44.7461026,-76.000699,44.7465876,-76.0020584,44.7466791,-76.0019257,93.239242,28.8570151,23.4471168
50.61,44.7387941,-75.9977254,44.7383619,-75.9967456,44.7388194,-75.9981016,44.7389297,-75.9979521,91.3494325,29.931341,23.4772459
50.82,44.7313225,-75.9939614,44.7308963,-75.9929985,44.7313171,-75.9943401,44.7314551,-75.9941844,89.8731021,30.002952,23.0385231
51.03,44.7237859,-75.990536,44.7233619,-75.9895894,44.723752,-75.9909033,44.7239113,-75.9907543,88.6566112,29.342532,22.2444289
51.24,44.7161006,-75.9869506,44.7156843,-75.9860198,44.7160405,-75.9873346,44.7162242,-75.9871632,87.1452671,31.1547764,21.7649006
51.45,44.7085398,-75.9832278,44.7081327,-75.9823128,44.7084545,-75.9836176,44.7086629,-75.9834343,85.5490388,32.3177355,21.3570187
51.66,44.7011889,-75.9794079,44.7007873,-75.9785084,44.7010871,-75.9797932,44.7013077,-75.9796077,84.1880972,32.5833746,20.6430458
51.87,44.6938932,-75.9757039,44.6934993,-75.9748242,44.6937802,-75.9761029,44.6940095,-75.9759011,82.405935,34.0459976,20.3090376
52.08,44.6866163,-75.9720754,44.6862285,-75.9712146,44.6865772,-75.9723528,44.6867282,-75.9722687,80.7876608,22.4158123,19.7611139
52.29,44.6793711,-75.9683753,44.678992,-75.9675305,44.6793844,-75.9685911,44.6794811,-75.9685615,79.2028664,17.1736125,19.193351
52.5,44.6720004,-75.9645747,44.6716238,-75.9637432,44.6719952,-75.9648018,44.672102,-75.9647508,78.168996,18.0185526,17.9827908
52.71,44.665368,-75.958522,44.6649947,-75.9577157,44.6653954,-75.9586698,44.6654625,-75.9587001,76.298202,12.1099953,17.6229856
52.92,44.6594657,-75.95087,44.6591047,-75.9500782,44.6595755,-75.950935,44.6595626,-75.9510395,74.595623,13.2867228,17.2463026
53.13,44.6535058,-75.9435297,44.6531516,-75.9427558,44.6536265,-75.9435722,44.6535993,-75.9436938,72.9925225,13.8805483,16.6754583
53.34,44.6475078,-75.936156,44.6471585,-75.935399,44.6476259,-75.9362004,44.6475958,-75.9363134,71.576095,13.6334383,15.8763905
53.55,44.6415144,-75.9288616,44.6411711,-75.9281167,44.6416379,-75.9289314,44.6415978,-75.9290072,70.4119449,14.8402056,14.8279685
53.76,44.6354103,-75.9215764,44.6350748,-75.9208459,44.6355235,-75.9216594,44.6354908,-75.9217121,68.9859622,14.241275,14.0203108
53.97,44.6290508,-75.9144947,44.6287207,-75.9137813,44.6291772,-75.9145588,44.6291257,-75.914623,67.5231139,14.988842,13.170739
54.18,44.6238511,-75.9061477,44.623524,-75.9054562,44.6239894,-75.9062068,44.6239183,-75.9062739,65.8913812,16.1145242,12.5080631
54.39,44.6228924,-75.8951725,44.6225672,-75.8944955,44.623078,-75.8952453,44.6229515,-75.8952918,64.8194448,21.4833249,11.5336707
54.6,44.6226476,-75.8840848,44.6223322,-75.883426,44.6228522,-75.8840375,44.6227066,-75.8842011,63.0086618,23.1230877,11.3362097
54.81,44.6223278,-75.8730185,44.6220171,-75.8723736,44.6225467,-75.872925,44.6223816,-75.8731273,61.8000886,25.5083339,10.5163921
55.02,44.6236233,-75.862555,44.623312,-75.8619229,44.6238281,-75.8624345,44.6236665,-75.8626559,61.002892,24.753167,9.3474787
55.23,44.6291331,-75.8555167,44.6288239,-75.8548927,44.6293414,-75.855365,44.6291673,-75.8556077,60.3398694,26.160081,8.1683003
55.44,44.6351398,-75.8490195,44.6348399,-75.8484068,44.6353612,-75.8488467,44.6351724,-75.8491041,59.0035045,28.2367376,7.6312374
55.65,44.6410577,-75.8422301,44.6407643,-75.8416287,44.6412893,-75.8420377,44.6410861,-75.8423081,57.8505374,29.997648,6.9538428
55.86,44.6469607,-75.8353298,44.6466772,-75.8347361,44.6471986,-75.8351327,44.6469887,-75.8353975,56.7251836,30.7879649,6.211707
56.07,44.6538263,-75.8314566,44.653547,-75.8308686,44.6540714,-75.8312379,44.6538474,-75.8315126,56.0842791,32.3742312,5.0277821
56.28,44.6616696,-75.8322725,44.6614022,-75.8316936,44.6619121,-75.8320559,44.6616904,-75.8323209,54.7393965,32.0330819,4.4841149
56.49,44.6695597,-75.8325932,44.6692976,-75.832026,44.6696354,-75.8325244,44.6695739,-75.8326366,53.6423462,10.051619,3.792099
56.7,44.6774876,-75.8332772,44.6772331,-75.8327192,44.6775504,-75.8331868,44.6774978,-75.8333134,52.5615504,10.02333,3.0918267
56.91,44.6843679,-75.8384032,44.6841257,-75.8378472,44.6844252,-75.8383133,44.6843779,-75.8384244,51.6911692,9.5683029,2.0146642
57.12,44.6902184,-75.8459093,44.6899871,-75.8453644,44.6903038,-75.8457822,44.6902262,-75.8459241,50.3074309,13.8600508,1.4600785
57.33,44.6961834,-75.8532215,44.695963,-75.8526868,44.6962659,-75.853086,44.6961896,-75.8532293,48.9875616,14.1417606,0.9253928
57.54,44.7020754,-75.8605782,44.7018645,-75.8600551,44.7021355,-75.8604666,44.7020788,-75.8605806,47.6655852,11.0947832,0.4247216
57.75,44.7080243,-75.8676644,44.7078233,-75.8671483,44.7080764,-75.8675549,44.7080258,-75.8676571,46.6406786,10.4446917,0.6032642
57.96,44.7141143,-75.8747295,44.7139253,-75.8742243,44.7141587,-75.8746201,44.7141165,-75.8747168,45.240722,9.9842061,1.0387966
58.17,44.7182275,-75.8843027,44.7180506,-75.8837984,44.7184058,-75.8840621,44.7182301,-75.8842735,44.5600455,27.5437817,2.3339194
58.38,44.7196239,-75.8958171,44.71946,-75.8953263,44.7198127,-75.8955901,44.7196277,-75.8957825,42.9618835,27.687224,2.7730308
58.59,44.7215904,-75.9070166,44.7214367,-75.9065334,44.7217809,-75.9067622,44.7215929,-75.9069714,41.9422525,29.2818466,3.5927537
58.8,44.7238495,-75.9181892,44.7237057,-75.9177175,44.7239502,-75.9179532,44.7238508,-75.9181379,40.664518,21.8068255,4.0686174
59.01,44.7262388,-75.9293012,44.7261064,-75.9288386,44.7262782,-75.9290926,44.7262408,-75.9292417,39.5086378,17.1004625,4.7158517
59.22,44.7283283,-75.9402552,44.7282034,-75.9398051,44.7282598,-75.940216,44.7283276,-75.940191,38.2839496,8.2471609,5.0838995
59.43,44.7309038,-75.9508401,44.7307874,-75.950399,44.7309394,-75.9506534,44.730902,-75.9507685,37.2705721,15.3118322,5.6725759
59.64,44.733804,-75.9614663,44.733698,-75.9610389,44.7338221,-75.9614566,44.7338034,-75.9613924,35.8594591,2.1628858,5.85439
59.85,44.736713,-75.9720256,44.7366201,-75.9716042,44.7366907,-75.9720128,44.7367168,-75.9719421,34.9466145,2.6865521,6.6267968
60.06,44.7394705,-75.9826056,44.7393875,-75.9821982,44.73942,-75.9825762,44.7394758,-75.9825207,33.5679983,6.0955606,6.7505349
60.27,44.7426,-75.9930337,44.7425273,-75.9926318,44.7425965,-75.9929089,44.7426078,-75.9929395,32.8484684,9.8877564,7.5143421
60.48,44.7459683,-76.0032103,44.745902,-76.002819,44.7459583,-76.0030619,44.7459753,-76.0031124,31.8610369,11.8031291,7.7946793
60.69,44.7495097,-76.0132578,44.7494544,-76.0128744,44.74951,-76.0131392,44.7495209,-76.013154,30.9846126,9.3924924,8.3163445
60.9,44.7532382,-76.023194,44.7531958,-76.0228209,44.7532551,-76.0230751,44.7532561,-76.0230872,29.9191242,9.5984457,8.6889553
61.11,44.7570407,-76.0331524,44.757006,-76.0327846,44.757059,-76.0330238,44.7570605,-76.033038,29.3751672,10.3871454,9.3216076
61.32,44.7608451,-76.0433296,44.7608219,-76.0429718,44.7608589,-76.0432007,44.7608711,-76.0432127,28.4441497,10.3203451,9.7001479
61.53,44.7646177,-76.0534982,44.7646034,-76.0531476,44.7646326,-76.0533617,44.7646478,-76.0533762,27.805414,10.9303755,10.2229472
61.74,44.7684485,-76.0635975,44.7684422,-76.0632545,44.7684618,-76.0634564,44.7684823,-76.0634714,27.1591992,11.2699685,10.6678028
61.95,44.7722272,-76.0736538,44.7722352,-76.0733214,44.7722436,-76.0735152,44.7722715,-76.0735269,26.3268445,11.1202422,11.1948512
62.16,44.7760667,-76.0835046,44.7760797,-76.0831763,44.776089,-76.0833489,44.7761129,-76.0833708,26.0281631,12.5719707,11.775517
62.37,44.7801243,-76.0931246,44.7801477,-76.0928077,44.780132,-76.0929978,44.7801783,-76.0929918,25.2175712,10.0755522,12.1131323
62.58,44.7848778,-76.1020864,44.784909,-76.1017802,44.7848984,-76.1019445,44.7849377,-76.1019547,24.4801256,11.4608233,12.3791485
62.79,44.7910538,-76.1091713,44.791097,-76.1088677,44.7911322,-76.1090222,44.7911249,-76.1090339,24.5013102,14.6875632,13.461204
63.0,44.797116,-76.116572,44.7971646,-76.1162761,44.7971795,-76.116442,44.7971923,-76.1164341,24.0350971,12.4875764,13.8366358
